name	location	url	type	coordinates	description
Pearl Harbor National Memorial	Hawaii	https://en.wikipedia.org/wiki/Pearl_Harbor_National_Memorial	National memorials	21.3670944; -157.9385722	Coordinates: 21°22′1.54″N 157°56′18.86″W﻿ / ﻿21.3670944°N 157.9385722°W﻿ / 21.3670944; -157.9385722
Perry's Victory and International Peace Memorial	Ohio	https://en.wikipedia.org/wiki/Perry%27s_Victory_and_International_Peace_Memorial	National memorials	41.65417; -82.81139	Perry's Victory and International Peace Memorial commemorates the Battle of Lake Erie that took place near Ohio's South Bass Island, in which Commodore Oliver Hazard Perry led a fleet to victory in one of the most decisive naval battles to occur in the War of 1812. [1]  Located on an isthmus on the island,[2] the memorial also celebrates the lasting peace between Britain, Canada, and the United States that followed the war.
Port Chicago Naval Magazine National Memorial	California	https://en.wikipedia.org/wiki/Port_Chicago_Naval_Magazine_National_Memorial	National memorials	38.05750; -122.02972	The Port Chicago Naval Magazine National Memorial is a memorial dedicated in 1994 recognizing the dead of the Port Chicago disaster, and the critical role played by Port Chicago, California during World War II, in serving as the main facility for the Pacific Theater of Operations.  The national memorial is located at the Concord Naval Weapons Station near Concord, California, in the United States.
Red Hill Patrick Henry National Memorial (affiliated area)	Virginia	https://en.wikipedia.org/wiki/Red_Hill_Patrick_Henry_National_Memorial	National memorials	37.03222; -78.89806	Red Hill Patrick Henry National Memorial, in Charlotte County, Virginia, near the Town of Brookneal, is the final home and burial place of Founding Father Patrick Henry, the fiery legislator and orator of the American Revolution.  Henry bought Red Hill Plantation at his retirement in 1794 and occupied it until 1799, the year of his death.
Roger Williams National Memorial	Rhode Island	https://en.wikipedia.org/wiki/Roger_Williams_National_Memorial	National memorials	41.83038; -71.41089	The Roger Williams National Memorial is a landscaped urban park located on a common lot of the original settlement of Providence, Rhode Island, established by minister Roger Williams in 1636.  The national memorial commemorates the life of Williams, who co-founded the Colony of Rhode Island and Providence Plantations and championed religious freedom.
Thaddeus Kosciuszko National Memorial	Pennsylvania	https://en.wikipedia.org/wiki/Thaddeus_Kosciuszko_National_Memorial	National memorials	39.943438; -75.147276	Thaddeus Kosciuszko National Memorial, at 301 Pine Street in Philadelphia, Pennsylvania, preserves the home of Tadeusz (Thaddeus) Kościuszko.  The life and work of the Polish patriot and hero of the American Revolution are commemorated here.
Theodore Roosevelt Island National Memorial	Washington, D.C.	https://en.wikipedia.org/wiki/Theodore_Roosevelt_Island_National_Memorial	National memorials	38.89722; -77.06417	Theodore Roosevelt Island is an 88.5-acre (358,000 m2) island and national memorial located in the Potomac River in Washington, D. C.
Thomas Jefferson Memorial	Washington, D.C.	https://en.wikipedia.org/wiki/Thomas_Jefferson_Memorial	National memorials	38.88139; -77.036528	The Jefferson Memorial is a presidential memorial built in Washington, D. C.
Vietnam Veterans Memorial	Washington, D.C.	https://en.wikipedia.org/wiki/Vietnam_Veterans_Memorial	National memorials	38.89111; -77.04778	The Vietnam Veterans Memorial is a U. S.
Washington Monument	Washington, D.C.	https://en.wikipedia.org/wiki/Washington_Monument	National memorials	38.88944; -77.03528	Unknown
World War I Memorial	Washington, D.C.	https://en.wikipedia.org/wiki/Pershing_Park	National memorials	38.89611; -77.03278	The National World War I Memorial is a national memorial commemorating the service rendered by members of the United States Armed Forces in World War I.  The 2015 National Defense Authorization Act authorized the World War I Centennial Commission to build the memorial in Pershing Park, located at 14th Street and Pennsylvania Avenue NW in Washington, D.
World War II Memorial	Washington, D.C.	https://en.wikipedia.org/wiki/National_World_War_II_Memorial	National memorials	38.88944; -77.04056	The World War II Memorial is a national memorial in the United States[1][2] dedicated to Americans who served in the armed forces and as civilians during World War II.  It is located on the National Mall in Washington, D.
Wright Brothers National Memorial	North Carolina	https://en.wikipedia.org/wiki/Wright_Brothers_National_Memorial	National memorials	36.0143; -75.6679	Wright Brothers National Memorial, located in Kill Devil Hills, North Carolina, commemorates the first successful, sustained, powered flights in a heavier-than-air machine.   From 1900 to 1903, Wilbur and Orville Wright came here from Dayton, Ohio, based on information from the U.
Adams Memorial	Unknown	https://en.wikipedia.org/wiki/Adams_Memorial	National memorials	Unknown	The Adams Memorial is a proposed United States presidential memorial to honor the second President John Adams; his wife and prolific writer Abigail Adams; their son, the sixth President John Quincy Adams; John Quincy Adams' wife Louisa Catherine Adams; and other members of the Adams family including John Quincy Adams' son Charles Francis Adams, Sr. , a Civil War diplomat, politician, and editor; and Charles' two sons, Henry Adams, a noted historian and autobiographer, and academician Brooks Adams.
National Desert Storm/Desert Shield Memorial	Unknown	https://en.wikipedia.org/wiki/National_Desert_Storm_and_Desert_Shield_War_Memorial_Act_(H.R._503;_113th_Congress)	National memorials	Unknown	The Desert Shield and Desert Storm Memorial is under planning to be constructed in Washington, D. C.
National Global War on Terrorism Memorial	Unknown	https://en.wikipedia.org	National memorials	Unknown	The Providence and Worcester Railroad (P&W) is an American Class II railroad operating 612 miles (985 km) of tracks in Rhode Island, Massachusetts, Connecticut, and New York.  It was formed in 1844 to connect its eponymous cities, and ran its first trains in 1847.
Amistad National Recreation Area	Texas	https://en.wikipedia.org/wiki/Amistad_National_Recreation_Area	National recreation areas	29.43667; -101.05000	Amistad National Recreation Area is a national recreation area managed by National Park Service (NPS) that includes the area around the Amistad Reservoir at the confluence of the Rio Grande, the Devils River, and the Pecos River near Del Rio in Val Verde County, Texas. [3] The reservoir was created by the Amistad Dam (Presa de la Amistad in Spanish), completed in 1969, located on the Rio Grande at the United States-Mexico border across from the city of Ciudad Acuña in the Mexican state of Coahuila.
Bighorn Canyon National Recreation Area	Montana, Wyoming	https://en.wikipedia.org/wiki/Bighorn_Canyon_National_Recreation_Area	National recreation areas	45.19444; -108.13056	Bighorn Canyon National Recreation Area is a national recreation area established by an act of Congress on October 15, 1966, following the construction of the Yellowtail Dam by the Bureau of Reclamation.  It is one of over 420 sites managed by the U.
Boston Harbor Islands National Recreation Area	Massachusetts	https://en.wikipedia.org/wiki/Boston_Harbor_Islands_National_Recreation_Area	National recreation areas	42.31861; -70.94583	The Boston Harbor Islands National Recreation Area is a national recreation area situated among the islands of Boston Harbor of Boston, Massachusetts.  The area is made up of a collection of islands, together with a former island and a peninsula, many of which are open for public recreation and some of which are very small and best suited for wildlife.
Chattahoochee River National Recreation Area	Georgia	https://en.wikipedia.org/wiki/Chattahoochee_River_National_Recreation_Area	National recreation areas	33.98722; -84.32472	Chattahoochee River National Recreation Area (CRNRA) preserves a series of sites between Atlanta and Lake Sidney Lanier along the Chattahoochee River in Georgia, U. S.
Chickasaw National Recreation Area	Oklahoma	https://en.wikipedia.org/wiki/Chickasaw_National_Recreation_Area	National recreation areas	34.50056; -96.97222	Chickasaw National Recreation Area is a national recreation area in the foothills of the Arbuckle Mountains in south-central Oklahoma near Sulphur in Murray County.  It includes the former Platt National Park and Arbuckle Recreation Area.
Curecanti National Recreation Area	Colorado	https://en.wikipedia.org/wiki/Curecanti_National_Recreation_Area	National recreation areas	38.45472; -107.32694	Curecanti National Recreation Area (Pronounced /kɜːrɪˈkɑːntiː/ (listen) (locally) or /kuːrɪˈkɑːntiː/. [3]) is a National Park Service unit located on the Gunnison River in western Colorado.
"Delaware Water Gap National Recreation Area
Middle Delaware National Scenic River"	New Jersey, Pennsylvania	https://en.wikipedia.org/wiki/Delaware_Water_Gap_National_Recreation_Area	National recreation areas	41.15381; -74.91388	Delaware Water Gap National Recreation Area is a 70,000-acre (28,000 ha) national recreation area administered by the National Park Service in northwest New Jersey and northeast Pennsylvania.  It is centered around a 40-mile (64 km) stretch of the Delaware River designated the Middle Delaware National Scenic River.
Gateway National Recreation Area	New York, New Jersey	https://en.wikipedia.org/wiki/Gateway_National_Recreation_Area	National recreation areas	40.45400; -73.99699	Gateway National Recreation Area is a 26,607-acre (10,767 ha)  U. S.
Gauley River National Recreation Area	West Virginia	https://en.wikipedia.org/wiki/Gauley_River_National_Recreation_Area	National recreation areas	38.22000; -80.89000	The Gauley River National Recreation Area, located near Summersville, West Virginia, protects a 25-mile (40 km) portion of the Gauley River and a 5.5-mile (8.9 km) segment of the Meadow River in southern West Virginia.   Little of the national recreation area is accessible via roads; one must travel via the river.
Glen Canyon National Recreation Area	Utah, Arizona	https://en.wikipedia.org/wiki/Glen_Canyon_National_Recreation_Area	National recreation areas	36.99361; -111.48694	Glen Canyon National Recreation Area (shortened to Glen Canyon NRA or GCNRA) is a national recreation area and conservation unit of the United States National Park Service that encompasses the area around Lake Powell and lower Cataract Canyon in Utah and Arizona, covering 1,254,429 acres (5,076.49 km2) of mostly rugged high desert terrain.  The recreation area is named for Glen Canyon, which was flooded by the Glen Canyon Dam, completed in 1966, and is now mostly submerged beneath the waters of Lake Powell.
"Golden Gate National Recreation Area
Alcatraz Island
Presidio of San Francisco"	California	https://en.wikipedia.org/wiki/Golden_Gate_National_Recreation_Area	National recreation areas	37.783; -122.467	The Golden Gate National Recreation Area (GGNRA) is a U. S.
Lake Chelan National Recreation Area	Washington	https://en.wikipedia.org/wiki/Lake_Chelan_National_Recreation_Area	National recreation areas	48.32194; -120.67833	Lake Chelan National Recreation Area is a national recreation area located about 35 miles (56 km) south of the Canada–US border in Chelan County, Washington.  It encompasses an area of 61,958 acres (25,074 ha) including the northern end of Lake Chelan and the surrounding area of the Stehekin Valley and the Stehekin River.
"Lake Mead National Recreation Area
Grand Canyon–Parashant National Monument"	Nevada, Arizona	https://en.wikipedia.org/wiki/Lake_Mead_National_Recreation_Area	National recreation areas	36.00972; -114.79667	Lake Mead National Recreation Area is a U. S.
Lake Meredith National Recreation Area	Texas	https://en.wikipedia.org/wiki/Lake_Meredith_National_Recreation_Area	National recreation areas	35.71472; -101.55278	Lake Meredith National Recreation Area is a United States national recreation area located about 30 miles (48 km) north of Amarillo, Texas, in the Texas Panhandle.  Its main attraction is 10,000-acre (4,000 ha) Lake Meredith, a reservoir created by Sanford Dam on the Canadian River.
Lake Roosevelt National Recreation Area	Washington	https://en.wikipedia.org/wiki/Lake_Roosevelt_National_Recreation_Area	National recreation areas	48.10743; -118.21289	Lake Roosevelt National Recreation Area is a U. S.
Ross Lake National Recreation Area	Washington	https://en.wikipedia.org/wiki/Ross_Lake_National_Recreation_Area	National recreation areas	48.67306; -121.24528	Ross Lake National Recreation Area is a US national recreation area in north central Washington just south of the Canada–US border.  It is the most accessible part of the North Cascades National Park Complex which also includes North Cascades National Park and Lake Chelan National Recreation Area.
Santa Monica Mountains National Recreation Area	California	https://en.wikipedia.org/wiki/Santa_Monica_Mountains_National_Recreation_Area	National recreation areas	34.10389; -118.60250	The Santa Monica Mountains National Recreation Area is a United States national recreation area containing many individual parks and open space preserves, located primarily in the Santa Monica Mountains of Southern California.  The SMMNRA is in the greater Los Angeles region, with two thirds of the parklands in northwest Los Angeles County, and the remaining third, including a Simi Hills extension, in southeastern Ventura County.
Whiskeytown National Recreation Area	California	https://en.wikipedia.org/wiki/Whiskeytown_National_Recreation_Area	National recreation areas	40.62528; -122.55944	The Whiskeytown–Shasta–Trinity National Recreation Area is a United States National Recreation Area in northern California. [1] The recreation area was authorized in 1965 by the United States Congress.
Assateague Island National Seashore	Maryland, Virginia	https://en.wikipedia.org/wiki/Assateague_Island_National_Seashore	National seashores	38.08333; -75.20833	Assateague Island National Seashore is a unit of the National Park Service system of the U. S.
Canaveral National Seashore	Florida	https://en.wikipedia.org/wiki/Canaveral_National_Seashore	National seashores	28.76750; -80.77694	The Canaveral National Seashore (CANA) is a National Seashore located between New Smyrna Beach and Titusville, Florida, in Volusia and Brevard Counties.  The park, located on a barrier island, was created on January 3, 1975, by an act of Congress.
Cape Cod National Seashore	Massachusetts	https://en.wikipedia.org/wiki/Cape_Cod_National_Seashore	National seashores	41.83722; -69.97278	The Cape Cod National Seashore (CCNS) encompasses 43,607 acres (68.1 sq mi; 176.5 km2)[1] on Cape Cod, in Massachusetts.  CCNS was created on August 7, 1961, by President John F.
Cape Hatteras National Seashore	North Carolina	https://en.wikipedia.org/wiki/Cape_Hatteras_National_Seashore	National seashores	35.30361; -75.51139	Cape Hatteras National Seashore is a United States national seashore which preserves the portion of the Outer Banks of North Carolina from Bodie Island to Ocracoke Island, stretching over 70 miles (110 km), and is managed by the National Park Service.  Included within this section of barrier islands along N.
Cape Lookout National Seashore	North Carolina	https://en.wikipedia.org/wiki/Cape_Lookout_National_Seashore	National seashores	34.60528; -76.53639	Cape Lookout National Seashore preserves a 56-mile (90-km) long section of the Southern Outer Banks, or Crystal Coast, of North Carolina, USA, running from Ocracoke Inlet on the northeast to Beaufort Inlet on the southwest.  Three undeveloped barrier islands make up the seashore - North and South Core Banks and Shackleford Banks.
Cumberland Island National Seashore	Georgia	https://en.wikipedia.org/wiki/Cumberland_Island_National_Seashore	National seashores	30.833; -81.450	Cumberland Island National Seashore preserves most of Cumberland Island in Camden County, Georgia, the largest of Georgia's Golden Isles.   The seashore features beaches and dunes, marshes, and freshwater lakes.
Fire Island National Seashore	New York	https://en.wikipedia.org/wiki/Fire_Island_National_Seashore	National seashores	40.69639; -72.98278	Fire Island National Seashore (FINS) is a United States National Seashore that protects a 26-mile (42 km) section of Fire Island, an approximately 30-mile (48 km) long and 0.5-mile (0.80 km) wide barrier island separated from Long Island by the Great South Bay.  The island is part of New York State's Suffolk County and the Outer Barrier.
Gulf Islands National Seashore	Florida, Mississippi	https://en.wikipedia.org/wiki/Gulf_Islands_National_Seashore	National seashores	30.36444; -86.96750	Gulf Islands National Seashore offers recreation opportunities and preserves natural and historic resources along the Gulf of Mexico barrier islands of Florida and Mississippi.  The protected regions include mainland areas and parts of seven islands.
Padre Island National Seashore	Texas	https://en.wikipedia.org/wiki/Padre_Island_National_Seashore	National seashores	26.98444; -97.38056	Padre Island National Seashore (PINS) is a national seashore located on Padre Island off the coast of South Texas.  In contrast to South Padre Island, known for its beaches and vacationing college students, PINS is located on North Padre Island and consists of a long beach where nature is preserved.
Point Reyes National Seashore	California	https://en.wikipedia.org/wiki/Point_Reyes_National_Seashore	National seashores	38.067; -122.883	Point Reyes National Seashore is a 71,028-acre (287.44 km2) park preserve located on the Point Reyes Peninsula in Marin County, California.  As a national seashore, it is maintained by the US National Park Service as an important nature preserve.
Apostle Islands National Lakeshore	Wisconsin	https://en.wikipedia.org/wiki/Apostle_Islands_National_Lakeshore	National lakeshores	46.96528; -90.66417	The Apostle Islands National Lakeshore is a U. S.
Pictured Rocks National Lakeshore	Michigan	https://en.wikipedia.org/wiki/Pictured_Rocks_National_Lakeshore	National lakeshores	46.56222; -86.31250	Pictured Rocks National Lakeshore is a U. S.
Sleeping Bear Dunes National Lakeshore	Michigan	https://en.wikipedia.org/wiki/Sleeping_Bear_Dunes_National_Lakeshore	National lakeshores	44.850; -86.050	Sleeping Bear Dunes National Lakeshore is a United States National Lakeshore located along the northwest coast of the Lower Peninsula of Michigan in Leelanau and Benzie counties near Empire, Michigan.  The park covers a 35-mile-long (56 km) stretch of Lake Michigan's eastern coastline, as well as North and South Manitou islands.
Alagnak Wild River	Alaska	https://en.wikipedia.org/wiki/Alagnak_River	National rivers and national wild and scenic rivers	59.13139; -155.54417	The Alagnak River is a 64-mile (103 km) tributary of the Kvichak River in the U. S.
Big South Fork National River and Recreation Area*	Kentucky, Tennessee	https://en.wikipedia.org/wiki/Big_South_Fork_National_River_and_Recreation_Area	National rivers and national wild and scenic rivers	36.4865; -84.6985	The Big South Fork National River and Recreation Area, commonly known as Big South Fork, preserves the Big South Fork of the Cumberland River and its tributaries in northeastern Tennessee and southeastern Kentucky..
Bluestone National Scenic River	West Virginia	https://en.wikipedia.org/wiki/Bluestone_National_Scenic_River	National rivers and national wild and scenic rivers	37.54167; -80.99917	The Bluestone National Scenic River protects a 10.5-mile (16.9 km) section of the Bluestone River in Summers and Mercer counties of southern West Virginia.  It was created 26 October 1988 under the Wild and Scenic Rivers Act and is protected by the National Park Service.
Buffalo National River*	Arkansas	https://en.wikipedia.org/wiki/Buffalo_National_River	National rivers and national wild and scenic rivers	36.17806; -92.42611	The Buffalo River, located in Northern Arkansas, was the first National River to be designated in the United States.  The Buffalo River is 153 miles (246 km) long.
Great Egg Harbor National Scenic and Recreational River	New Jersey	https://en.wikipedia.org/wiki/Great_Egg_Harbor_River	National rivers and national wild and scenic rivers	39.30417; -74.64972	Coordinates: 39°18′15″N 74°38′59″W﻿ / ﻿39.30417°N 74.64972°W﻿ / 39.30417; -74.64972
Middle Delaware National Scenic River	New Jersey, Pennsylvania	https://en.wikipedia.org/wiki/Delaware_Water_Gap_National_Recreation_Area	National rivers and national wild and scenic rivers	41.15381; -74.91388	Delaware Water Gap National Recreation Area is a 70,000-acre (28,000 ha) national recreation area administered by the National Park Service in northwest New Jersey and northeast Pennsylvania.  It is centered around a 40-mile (64 km) stretch of the Delaware River designated the Middle Delaware National Scenic River.
Mississippi National River and Recreation Area*	Minnesota	https://en.wikipedia.org/wiki/Mississippi_National_River_and_Recreation_Area	National rivers and national wild and scenic rivers	44.8732995; -93.018826	The Mississippi National River and Recreation Area is a 72-mile (116 km) and 54,000-acre (22,000 ha) protected corridor along the Mississippi River through the Minneapolis–Saint Paul metro in the U. S.
Missouri National Recreational River	Nebraska, South Dakota	https://en.wikipedia.org/wiki/Missouri_National_Recreational_River	National rivers and national wild and scenic rivers	42.86250; -97.39278	The Missouri National Recreational River is a National Recreational River located on the border between Nebraska and South Dakota.  The designation was first applied in 1978 to a 59-mile section of the Missouri River between Gavins Point Dam and Ponca State Park.
Niobrara National Scenic River	Nebraska	https://en.wikipedia.org/wiki/Niobrara_National_Scenic_River	National rivers and national wild and scenic rivers	42.883; -100.317	The Niobrara National Scenic River is in north-central Nebraska, United States, approximately 300 miles (480 km) northwest of Omaha.   In 1991, Congress set aside 76 miles (120 km) for preservation under the management of the National Park Service with assistance from the local Niobrara Council.
Obed Wild and Scenic River	Tennessee	https://en.wikipedia.org/wiki/Obed_Wild_and_Scenic_River	National rivers and national wild and scenic rivers	35.91861; -85.11278	Obed River is a stream draining a part of the Cumberland Plateau in Tennessee.   It, and particularly its tributaries, are important streams for whitewater enthusiasts.
Ozark National Scenic Riverways*	Missouri	https://en.wikipedia.org/wiki/Ozark_National_Scenic_Riverways	National rivers and national wild and scenic rivers	37.1907; -91.2763	The Ozark National Scenic Riverways is a recreational unit of the National Park Service in the Ozarks of southern Missouri in the U. S.
Rio Grande Wild and Scenic River	Texas	https://en.wikipedia.org/wiki/Rio_Grande_Wild_and_Scenic_River	National rivers and national wild and scenic rivers	29.48333; -103.30000	The Rio Grande Wild and Scenic River is a U. S.
Saint Croix National Scenic Riverway	Wisconsin, Minnesota	https://en.wikipedia.org/wiki/Saint_Croix_National_Scenic_Riverway	National rivers and national wild and scenic rivers	45.38917; -92.65750	The Saint Croix National Scenic Riverway is a federally protected system of riverways located in eastern Minnesota and northwestern Wisconsin.   It protects 252 miles (406 km) of river, including the St.
Upper Delaware Scenic and Recreational River	New York, Pennsylvania	https://en.wikipedia.org/wiki/Upper_Delaware_Scenic_and_Recreational_River	National rivers and national wild and scenic rivers	41.64008; -75.05859	The Upper Delaware Scenic and Recreational River is a unit of the National Park Service designated under the National Wild and Scenic Rivers System.  It stretches along 73.4 miles (118.1 km) of the Delaware River between Hancock, New York, and Sparrowbush, New York.
City of Rocks National Reserve	Idaho	https://en.wikipedia.org/wiki/City_of_Rocks_National_Reserve	National reserves	42.0698842; -113.7124104	The City of Rocks National Reserve, also known as the Silent City of Rocks, is a United States National Reserve and state park in south-central Idaho, approximately 2 miles (3.2 km) north of the border with Utah.  It is widely known for its enormous granite rock formations and excellent rock climbing.
Ebey's Landing National Historical Reserve	Washington	https://en.wikipedia.org/wiki/Ebey%27s_Landing_National_Historical_Reserve	National reserves	48.21833; -122.68361	Ebey's Landing National Historical Reserve is a unit of the National Park Service on Whidbey Island in the Puget Sound, near Coupeville in Island County, Washington, United States..
New Jersey Pinelands National Reserve (affiliated area)	New Jersey	https://en.wikipedia.org/wiki/New_Jersey_Pinelands_National_Reserve	National reserves	39.750; -74.750	New Jersey Pinelands National Reserve (also known as Pinelands National Reserve) is a national reserve that encompasses the New Jersey Pine Barrens..
Baltimore-Washington Parkway (part of National Capital Parks East)	Maryland, Washington, D.C.	https://en.wikipedia.org/wiki/Baltimore-Washington_Parkway	National parkways	Unknown	Unknown
Blue Ridge Parkway	Virginia, North Carolina	https://en.wikipedia.org/wiki/Blue_Ridge_Parkway	National parkways	36.51861; -80.93583	The Blue Ridge Parkway is a National Parkway and All-American Road in the United States, noted for its scenic beauty.  The parkway, which is America's longest linear park,[3] runs for 469 miles (755 km) through 29 Virginia and North Carolina counties, linking Shenandoah National Park to Great Smoky Mountains National Park.
Colonial Parkway (part of Colonial National Historical Park)	Virginia	https://en.wikipedia.org/wiki/Colonial_Parkway	National parkways	37.21557; -76.71581	Colonial Parkway
Foothills Parkway (part of Great Smoky Mountains National Park)	Tennessee	https://en.wikipedia.org/wiki/Foothills_Parkway	National parkways	35.73047; -83.81993	Foothills Parkway
"George Washington Memorial Parkway (In 1989, the Maryland and DC portions of the parkway were renamed Clara Barton Parkway to overcome motorist confusion).
Claude Moore Colonial Farm
Glen Echo Park
Great Falls Park
Theodore Roosevelt Island National Memorial"	Virginia, Maryland, Washington, D.C.	https://en.wikipedia.org/wiki/George_Washington_Memorial_Parkway	National parkways	Unknown	The George Washington Memorial Parkway, colloquially the G. W.
John D. Rockefeller, Jr. Memorial Parkway	Wyoming	https://en.wikipedia.org/wiki/John_D._Rockefeller,_Jr._Memorial_Parkway	National parkways	44.10472; -110.69278	John D.  Rockefeller Jr.
Natchez Trace Parkway	Mississippi, Alabama, Tennessee	https://en.wikipedia.org/wiki/Natchez_Trace_Parkway	National parkways	Unknown	Natchez Trace Parkway
Oxon Run Parkway (part of National Capital Parks East)	Washington, D.C.	https://en.wikipedia.org/wiki/Oxon_Run_Parkway	National parkways	38.838194; -76.984861	The Oxon Run Parkway is a corridor of federal park land in the Washington Highlands neighborhood of Washington, D. C.
Rock Creek and Potomac Parkway (part of Rock Creek Park)	Washington, D.C.	https://en.wikipedia.org/wiki/Rock_Creek_and_Potomac_Parkway	National parkways	38.91306; -77.05444	Rock Creek and Potomac Parkway
Suitland Parkway (part of National Capital Parks East)	Maryland	https://en.wikipedia.org/wiki/Suitland_Parkway	National parkways	38.84694; -76.96806	Suitland Parkway
Ala Kahakai National Historic Trail	Hawaii	https://en.wikipedia.org/wiki/Ala_Kahakai_National_Historic_Trail	National historic and scenic trails	18.9111111; -155.6811111	Ala Kahakai National Historic Trail is a 175-mile (282 km) long trail located on the island of  Hawaii.  It is not yet a single continuous trail, but can be accessed at several broken segments along the coastline of the Big Island.
Appalachian Trail (official unit)	Maine - Georgia	https://en.wikipedia.org/wiki/Appalachian_Trail	National historic and scenic trails	Unknown	Unknown
Butterfield Overland National Historic Trail	Tennessee and Missouri - California	https://en.wikipedia.org/wiki/Butterfield_Overland_Mail	National historic and scenic trails	Unknown	Butterfield Overland Mail (officially the Overland Mail Company)[1] was a stagecoach service in the United States operating from 1858 to 1861.  It carried passengers and U.
California National Historic Trail	Missouri - California	https://en.wikipedia.org/wiki/California_Trail	National historic and scenic trails	35.66306; -118.02694	The California Trail was an emigrant trail of about 1,600 mi (2,600 km) across the western half of the North American continent from Missouri River towns to what is now the state of California.  After it was established, the first half of the California Trail followed the same corridor of networked river valley trails as the Oregon Trail and the Mormon Trail, namely the valleys of the Platte, North Platte, and Sweetwater rivers to Wyoming.
Captain John Smith Chesapeake National Historic Trail	Delaware - District of Columbia - Maryland - Virginia	https://en.wikipedia.org/wiki/Captain_John_Smith_Chesapeake_National_Historic_Trail	National historic and scenic trails	38.00000; -76.00000	The Captain John Smith Chesapeake National Historic Trail is a series of water routes in the United States extending approximately 3,000 miles (4,800 km) along the Chesapeake Bay, the nation's largest estuary, and its tributaries in Virginia, Maryland, Delaware, and in the District of Columbia.  The historic routes trace the 1607–1609 voyages of Captain John Smith to chart the land and waterways of the Chesapeake.
Chilkoot National Historic Trail	Alaska - British Columbia	https://en.wikipedia.org/wiki/Chilkoot_Trail	National historic and scenic trails	59.58719; -135.33234	The Chilkoot Trail is a 33-mile (53 km) trail through the Coast Mountains that leads from Dyea, Alaska, in the United States, to Bennett, British Columbia, in Canada.  It was a major access route from the coast to Yukon goldfields in the late 1890s.
El Camino Real de los Tejas National Historic Trail	Louisiana - Texas	https://en.wikipedia.org/wiki/El_Camino_Real_de_los_Tejas_National_Historic_Trail	National historic and scenic trails	30.30077; -97.73510	The El Camino Real de los Tejas National Historic Trail is a national historic trail covering the U. S.
El Camino Real de Tierra Adentro National Historic Trail	New Mexico	https://en.wikipedia.org/wiki/El_Camino_Real_de_Tierra_Adentro	National historic and scenic trails	20.91593; -100.74871	"The Camino Real de Tierra Adentro (English: Royal Road of the Interior Land), also known as the Silver Route,[1] was a Spanish 2,560-kilometre-long (1,590 mi) road between Mexico City and San Juan Pueblo (Ohkay Owingeh), New Mexico, USA, that was used from 1598 to 1882.  It was the northernmost of the four major ""royal roads"" that linked Mexico City to its major tributaries during and after the Spanish colonial era."
Ice Age National Scenic Trail	Wisconsin	https://en.wikipedia.org/wiki/Ice_Age_Trail	National historic and scenic trails	43.433833; -89.722472	The Ice Age Trail is a National Scenic Trail stretching 1,200 miles (1,900 km) in the state of Wisconsin in the United States. [1][2] The trail is administered by the National Park Service,[3] and is constructed and maintained by private and public agencies including the Ice Age Trail Alliance, a non-profit and member-volunteer based organization with local chapters.
Juan Bautista de Anza National Historic Trail	Arizona - California	https://en.wikipedia.org/wiki/Juan_Bautista_de_Anza_National_Historic_Trail	National historic and scenic trails	Unknown	The Juan Bautista de Anza National Historic Trail is a 1,210-mile (1,950 km) trail extending from Nogales on the U. S.
Lewis and Clark National Historic Trail	Illinois - Oregon	https://en.wikipedia.org/wiki/Lewis_and_Clark_National_Historic_Trail	National historic and scenic trails	41.00000; -96.00000	Lewis and Clark Trail
Mormon Pioneer National Historic Trail	Illinois - Utah	https://en.wikipedia.org/wiki/Mormon_Trail	National historic and scenic trails	Unknown	Unknown
Natchez Trace Trail (official unit)	Mississippi - Tennessee	https://en.wikipedia.org/wiki/Natchez_Trace_Trail	National historic and scenic trails	34.6677250; -88.0883139	Coordinates: 34°40′3.81″N 88°5′17.93″W﻿ / ﻿34.6677250°N 88.0883139°W﻿ / 34.6677250; -88.0883139
New England National Scenic Trail	Connecticut - Massachusetts	https://en.wikipedia.org/wiki/New_England_National_Scenic_Trail	National historic and scenic trails	Unknown	The New England National Scenic Trail (NET) is a National Scenic Trail in southern New England, which includes most of the three single trails Metacomet-Monadnock Trail, Mattabesett Trail and Metacomet Trail.  After the Metacomet-Monadnock-Mattabesett trail system, the trail is sometimes called the Triple-M Trail.
North Country National Scenic Trail	New York - North Dakota	https://en.wikipedia.org/wiki/North_Country_National_Scenic_Trail	National historic and scenic trails	Unknown	The North Country National Scenic Trail, generally known as the North Country Trail or simply the NCT, is a footpath stretching over 4,800 miles (7,700 km) from Middlebury  in central Vermont to Lake Sakakawea State Park in central North Dakota in the United States; connecting both the Long Trail and the Appalachian Trail with the Lewis and Clark Trail.  Passing through the eight states of Vermont, New York, Pennsylvania, Ohio, Michigan, Wisconsin, Minnesota and North Dakota, it is the longest of the eleven National Scenic Trails authorized by Congress.
Old Spanish National Historic Trail	New Mexico - California	https://en.wikipedia.org/wiki/Old_Spanish_National_Historic_Trail	National historic and scenic trails	Unknown	The Old Spanish Trail (Spanish: Viejo Sendero Español) is a historical trade route that connected the northern New Mexico settlements of (or near) Santa Fe, New Mexico with those of Los Angeles, California and southern California.  Approximately 700 mi (1,100 km) long, the trail ran through areas of high mountains, arid deserts, and deep canyons.
Oregon National Historic Trail	Missouri - Oregon	https://en.wikipedia.org/wiki/Oregon_National_Historic_Trail	National historic and scenic trails	Unknown	Unknown
